0.7061,0.5953,0.7529,0.751312608
0.7058784,0.613943877,0.751312608,0.749742477
0.705694531,0.632564193,0.749742477,0.748189561
0.70554827,0.651161987,0.748189561,0.746653815
0.705439498,0.669738293,0.746653815,0.745135198
0.705368095,0.688294141,0.745135198,0.743633672
0.705333947,0.706830559,0.743633672,0.7421492
0.705336941,0.725348569,0.7421492,0.740681751
0.705376964,0.743849189,0.740681751,0.739231294
0.705453908,0.762333435,0.739231294,0.737797801
0.705567667,0.780802318,0.737797801,0.736381249
0.705718137,0.799256844,0.736381249,0.734981616
0.705905214,0.817698017,0.734981616,0.733598882
0.7061288,0.836126838,0.733598882,0.732233032
0.706388796,0.854544302,0.732233032,0.730884051
0.706685107,0.872951403,0.730884051,0.729551929
0.707017639,0.89134913,0.729551929,0.728236656
0.707386302,0.909738468,0.728236656,0.726938229
0.707791007,0.928120402,0.726938229,0.725656642
0.708231665,0.946495909,0.725656642,0.724391896
0.708708194,0.964865967,0.724391896,0.723143993
0.70922051,0.983231548,0.723143993,0.721912937
0.709768532,1.001593622,0.721912937,0.720698735
0.710352182,1.019953156,0.720698735,0.719501398
0.710971384,1.038311114,0.719501398,0.718320937
0.711626063,1.056668457,0.718320937,0.717157367
0.712316148,1.075026142,0.717157367,0.716010706
0.713041568,1.093385126,0.716010706,0.714880973
0.713802255,1.111746359,0.714880973,0.713768191
0.714598143,1.130110792,0.713768191,0.712672384
0.715429169,1.148479372,0.712672384,0.71159358
0.716295269,1.166853043,0.71159358,0.710531809
0.717196385,1.185232746,0.710531809,0.709487102
0.718132457,1.203619421,0.709487102,0.708459494
0.719103431,1.222014005,0.708459494,0.707449023
0.720109252,1.240417431,0.707449023,0.706455729
0.721149869,1.258830632,0.706455729,0.705479652
0.72222523,1.277254538,0.705479652,0.704520839
0.723335289,1.295690074,0.704520839,0.703579335
0.724479998,1.314138167,0.703579335,0.70265519
0.725659315,1.33259974,0.70265519,0.701748456
0.726873196,1.351075713,0.701748456,0.700859188
0.728121601,1.369567004,0.700859188,0.699987441
0.729404491,1.388074532,0.699987441,0.699133276
0.730721832,1.406599209,0.699133276,0.698296753
0.732073586,1.425141949,0.698296753,0.697477937
0.733459723,1.443703663,0.697477937,0.696676895
0.734880211,1.462285259,0.696676895,0.695893694
0.736335021,1.480887646,0.695893694,0.695128407
0.737824126,1.499511728,0.695128407,0.694381107
0.739347501,1.518158409,0.694381107,0.693651871
0.740905123,1.536828592,0.693651871,0.692940777
0.74249697,1.555523177,0.692940777,0.692247906
0.744123023,1.574243062,0.692247906,0.691573342
0.745783263,1.592989146,0.691573342,0.690917171
0.747477674,1.611762325,0.690917171,0.690279482
0.749206244,1.630563492,0.690279482,0.689660365
0.750968958,1.649393542,0.689660365,0.689059914
0.752765807,1.668253365,0.689059914,0.688478225
0.754596783,1.687143854,0.688478225,0.687915396
0.756461877,1.706065896,0.687915396,0.687371529
0.758361085,1.725020381,0.687371529,0.686846726
0.760294403,1.744008196,0.686846726,0.686341095
0.762261831,1.763030225,0.686341095,0.685854743
0.764263368,1.782087354,0.685854743,0.685387781
0.766299016,1.801180468,0.685387781,0.684940323
0.768368779,1.820310448,0.684940323,0.684512485
0.770472662,1.839478176,0.684512485,0.684104386
0.772610673,1.858684534,0.684104386,0.683716147
0.774782821,1.877930402,0.683716147,0.683347892
0.776989116,1.897216659,0.683347892,0.682999748
0.779229571,1.916544184,0.682999748,0.682671843
0.7815042,1.935913854,0.682671843,0.68236431
0.783813019,1.955326547,0.68236431,0.682077282
0.786156046,1.974783139,0.682077282,0.681810897
0.788533301,1.994284506,0.681810897,0.681565294
0.790944803,2.013831523,0.681565294,0.681340616
0.793390577,2.033425066,0.681340616,0.681137008
0.795870645,2.053066008,0.681137008,0.680954618
0.798385036,2.072755223,0.680954618,0.680793596
0.800933777,2.092493585,0.680793596,0.680654095
0.803516896,2.112281966,0.680654095,0.680536272
0.806134426,2.13212124,0.680536272,0.680440285
0.8087864,2.152012279,0.680440285,0.680366295
0.811472852,2.171955955,0.680366295,0.680314469
0.814193818,2.19195314,0.680314469,0.680284971
0.816949337,2.212004706,0.680284971,0.680277974
0.819739447,2.232111525,0.680277974,0.680293649
0.822564191,2.252274467,0.680293649,0.680332173
0.825423612,2.272494405,0.680332173,0.680393725
0.828317754,2.292772209,0.680393725,0.680478485
0.831246663,2.313108752,0.680478485,0.68058664
0.834210387,2.333504904,0.68058664,0.680718376
0.837208976,2.353961538,0.680718376,0.680873885
0.840242481,2.374479524,0.680873885,0.68105336
0.843310955,2.395059735,0.68105336,0.681256998
0.846414453,2.415703042,0.681256998,0.681484998
0.84955303,2.436410318,0.681484998,0.681737565
0.852726744,2.457182435,0.681737565,0.682014903
0.855935656,2.478020265,0.682014903,0.682317222
0.859179825,2.498924682,0.682317222,0.682644736
0.862459315,2.51989656,0.682644736,0.682997658
0.865774189,2.540936771,0.682997658,0.683376208
0.869124514,2.562046189,0.683376208,0.683780609
0.872510358,2.583225691,0.683780609,0.684211085
0.875931788,2.604476149,0.684211085,0.684667866
0.879388877,2.625798441,0.684667866,0.685151183
0.882881696,2.647193442,0.685151183,0.685661271
0.88641032,2.668662028,0.685661271,0.686198371
0.889974823,2.690205078,0.686198371,0.686762723
0.893575284,2.711823469,0.686762723,0.687354574
0.89721178,2.733518079,0.687354574,0.687974174
0.900884392,2.755289788,0.687974174,0.688621773
0.904593203,2.777139476,0.688621773,0.68929763
0.908338296,2.799068024,0.68929763,0.690002004
0.912119755,2.821076313,0.690002004,0.690735158
0.915937668,2.843165225,0.690735158,0.69149736
0.919792124,2.865335644,0.69149736,0.69228888
0.923683211,2.887588454,0.69228888,0.693109993
0.927611021,2.90992454,0.693109993,0.693960978
0.931575648,2.932344788,0.693960978,0.694842116
0.935577186,2.954850084,0.694842116,0.695753694
0.939615732,2.977441316,0.695753694,0.696696002
0.943691383,3.000119375,0.696696002,0.697669333
0.947804239,3.022885148,0.697669333,0.698673984
0.951954401,3.045739527,0.698673984,0.699710259
0.956141971,3.068683405,0.699710259,0.700778462
0.960367054,3.091717675,0.700778462,0.701878903
0.964629755,3.11484323,0.701878903,0.703011896
0.968930182,3.138060967,0.703011896,0.70417776
0.973268444,3.161371781,0.70417776,0.705376816
0.977644651,3.184776572,0.705376816,0.706609391
0.982058915,3.208276238,0.706609391,0.707875816
0.986511349,3.231871679,0.707875816,0.709176425
